Time/min,K-with epifluidics,K-without epifluidics,Time/min,Glu-with epifluidics,Glu-without epifluidics
34.66667,7.04519,10.67239,34.66667,87.65426,86.98
34.68333,7.04698,10.68913,34.68333,87.6494,86.9
34.7,7.0488,10.7057,34.7,87.64455,86.93
34.71667,7.05063,10.72213,34.71667,87.6397,86.82
34.73333,7.05248,10.73836,34.73333,87.63486,86.82
34.75,7.05434,10.75442,34.75,87.63002,86.8
34.76667,7.05622,10.77021,34.76667,87.62519,86.81
34.78333,7.05811,10.78575,34.78333,87.62036,86.8
34.8,7.06001,10.80108,34.8,87.61554,86.77
34.81667,7.06194,10.81624,34.81667,87.61072,86.82
34.83333,7.06388,10.83124,34.83333,87.6059,86.77
34.85,7.06583,10.84611,34.85,87.60109,86.9
34.86667,7.0678,10.86087,34.86667,87.59629,86.93
34.88333,7.06978,10.87553,34.88333,87.59149,86.9
34.9,7.07179,10.8901,34.9,87.58669,86.88
34.91667,7.07381,10.90457,34.91667,87.5819,86.94
34.93333,7.07584,10.91896,34.93333,87.57711,86.93
34.95,7.07789,10.93326,34.95,87.57233,86.88
34.96667,7.07996,10.94749,34.96667,87.56755,86.88
34.98333,7.08205,10.96166,34.98333,87.56277,86.89
35,7.08415,10.97577,35,87.558,86.85
35.01667,7.08627,10.98987,35.01667,87.55324,86.79
35.03333,7.0884,11.00929,35.03333,87.54848,86.8
35.05,7.09056,11.02763,35.05,87.54372,86.75
35.06667,7.09273,11.04495,35.06667,87.53897,86.76
35.08333,7.09492,11.06131,35.08333,87.53422,86.71
35.1,7.09713,11.0768,35.1,87.52948,86.68
35.11667,7.09934,11.09145,35.11667,87.52475,86.71
35.13333,7.10159,11.10529,35.13333,87.52002,86.68
35.15,7.10385,11.11835,35.15,87.51529,86.65
35.16667,7.10613,11.13066,35.16667,87.51057,86.65
35.18333,7.10842,11.14226,35.18333,87.50586,86.6
35.2,7.11074,11.15316,35.2,87.50114,86.59
35.21667,7.11307,11.16342,35.21667,87.49644,86.6
35.23333,7.11542,11.17305,35.23333,87.49174,86.62
35.25,7.11779,11.18212,35.25,87.48704,86.64
35.26667,7.12018,11.19065,35.26667,87.48235,86.6
35.28333,7.12258,11.19868,35.28333,87.47767,86.5
35.3,7.12501,11.20624,35.3,87.47298,86.55
35.31667,7.12746,11.21337,35.31667,87.46831,86.57
35.33333,7.12993,11.2201,35.33333,87.46364,86.5
35.35,7.13241,11.22647,35.35,87.45897,86.55
35.36667,7.13491,11.23251,35.36667,87.45431,86.44
35.38333,7.13744,11.23827,35.38333,87.44966,86.43
35.4,7.13998,11.24379,35.4,87.44501,86.51
35.41667,7.14254,11.2491,35.41667,87.44036,86.54
35.43333,7.14512,11.25425,35.43333,87.43572,86.5
35.45,7.14773,11.25926,35.45,87.43109,86.52
35.46667,7.15035,11.26425,35.46667,87.42646,86.45
35.48333,7.15299,11.26918,35.48333,87.42184,86.46
35.5,7.15566,11.27405,35.5,87.41723,86.5
35.51667,7.15834,11.27893,35.51667,87.41262,86.52
35.53333,7.16105,11.28384,35.53333,87.40801,86.52
35.55,7.16377,11.28884,35.55,87.40341,86.55
35.56667,7.16652,11.29396,35.56667,87.39882,86.44
35.58333,7.16929,11.29924,35.58333,87.39424,86.45
35.6,7.17207,11.30473,35.6,87.38965,86.46
35.61667,7.17489,11.3106,35.61667,87.38508,86.43
35.63333,7.17772,11.31692,35.63333,87.38051,86.43
35.65,7.18057,11.32372,35.65,87.37594,86.32
35.66667,7.18344,11.33104,35.66667,87.37139,86.34
35.68333,7.18634,11.33891,35.68333,87.36683,86.31
35.7,7.18926,11.34738,35.7,87.36229,86.3
35.71667,7.1922,11.35646,35.71667,87.35774,86.3
35.73333,7.19516,11.36618,35.73333,87.35321,86.25
35.75,7.19814,11.3766,35.75,87.34868,86.23
35.76667,7.20115,11.38777,35.76667,87.34416,86.2
35.78333,7.20418,11.39972,35.78333,87.33965,86.25
35.8,7.20723,11.41251,35.8,87.33514,86.16
35.81667,7.2103,11.42619,35.81667,87.33063,86.15
35.83333,7.2134,11.44083,35.83333,87.32614,86.18
35.85,7.21652,11.45646,35.85,87.32165,86.18
35.86667,7.21966,11.47312,35.86667,87.31717,86.21
35.88333,7.22283,11.48437,35.88333,87.31269,86.23
35.9,7.22602,11.49556,35.9,87.30822,86.24
35.91667,7.22923,11.50668,35.91667,87.30375,86.23
35.93333,7.23141,11.51773,35.93333,87.2993,86.2
35.95,7.23359,11.52867,35.95,87.29485,86.19
35.96667,7.23577,11.53952,35.96667,87.2904,86.25
35.98333,7.23795,11.55029,35.98333,87.28596,86.3
36,7.24014,11.56097,36,87.28153,86.4
36.01667,7.24233,11.57158,36.01667,87.27711,86.4
36.03333,7.24452,11.5821,36.03333,87.27269,86.41
36.05,7.24672,11.59255,36.05,87.26828,86.48
36.06667,7.24892,11.60292,36.06667,87.26387,86.51
36.08333,7.25113,11.6132,36.08333,87.25948,86.51
36.1,7.25333,11.62341,36.1,87.25508,86.5
36.11667,7.25554,11.63352,36.11667,87.2507,86.55
36.13333,7.25775,11.64356,36.13333,87.24632,86.57
36.15,7.25996,11.65354,36.15,87.24195,86.61
36.16667,7.26218,11.66345,36.16667,87.23759,86.59
36.18333,7.2644,11.67332,36.18333,87.23323,86.55
36.2,7.26662,11.68314,36.2,87.22888,86.55
36.21667,7.26884,11.69294,36.21667,87.22454,86.5
36.23333,7.27108,11.70272,36.23333,87.22021,86.49
36.25,7.27331,11.71249,36.25,87.21588,86.43
36.26667,7.27554,11.72224,36.26667,87.21156,86.39
36.28333,7.27778,11.73198,36.28333,87.20724,86.35
36.3,7.28002,11.7417,36.3,87.20293,86.38
36.31667,7.28227,11.7513,36.31667,87.19863,86.44
36.33333,7.28452,11.76087,36.33333,87.19434,86.4
36.35,7.28677,11.7704,36.35,87.19005,86.35
36.36667,7.28902,11.77992,36.36667,87.18577,86.36
36.38333,7.29128,11.78941,36.38333,87.1815,86.38
36.4,7.29355,11.79889,36.4,87.17724,86.36
36.41667,7.29581,11.80837,36.41667,87.17298,86.32
36.43333,7.29808,11.81786,36.43333,87.16873,86.32
36.45,7.30036,11.82735,36.45,87.16448,86.25
36.46667,7.30263,11.8368,36.46667,87.16025,86.19
36.48333,7.30491,11.84621,36.48333,87.15602,86.25
36.5,7.3072,11.85557,36.5,87.15179,86.25
36.51667,7.30948,11.86486,36.51667,87.14758,86.23
36.53333,7.31177,11.87405,36.53333,87.14337,86.23
36.55,7.31407,11.88313,36.55,87.13916,86.27
36.56667,7.31637,11.89208,36.56667,87.13496,86.27
36.58333,7.31868,11.90098,36.58333,87.13077,86.31
36.6,7.32098,11.90975,36.6,87.12659,86.31
36.61667,7.32329,11.91839,36.61667,87.12241,86.27
36.63333,7.32561,11.92689,36.63333,87.11823,86.34
36.65,7.32792,11.93525,36.65,87.11406,86.31
36.66667,7.33025,11.94344,36.66667,87.1099,86.31
36.68333,7.33258,11.95144,36.68333,87.10574,86.34
36.7,7.33491,11.95926,36.7,87.10159,86.32
36.71667,7.33724,11.96693,36.71667,87.09745,86.34
36.73333,7.33958,11.97448,36.73333,87.09331,86.35
36.75,7.34192,11.98191,36.75,87.08917,86.3
36.76667,7.34427,11.98927,36.76667,87.08504,86.3
36.78333,7.34662,11.99657,36.78333,87.08092,86.27
36.8,7.34898,12.00385,36.8,87.0768,86.3
36.81667,7.35134,12.01114,36.81667,87.07269,86.24
36.83333,7.3537,12.01844,36.83333,87.06858,86.21
36.85,7.35607,12.02579,36.85,87.06448,86.2
36.86667,7.35845,12.03323,36.86667,87.06038,86.2
36.88333,7.36082,12.04079,36.88333,87.05629,86.2
36.9,7.36321,12.04848,36.9,87.0522,86.11
36.91667,7.36642,12.05635,36.91667,87.04812,86.18
36.93333,7.36963,12.06443,36.93333,87.04404,86.18
36.95,7.37282,12.07273,36.95,87.03997,86.19
36.96667,7.376,12.0813,36.96667,87.0359,86.23
36.98333,7.37917,12.09016,36.98333,87.03184,86.2
37,7.38233,12.0993,37,87.02778,86.19
37.01667,7.38548,12.10876,37.01667,87.02372,86.2
37.03333,7.38861,12.11851,37.03333,87.01968,86.15
37.05,7.39173,12.12856,37.05,87.01563,86.18
37.06667,7.39484,12.13895,37.06667,87.01159,86.09
37.08333,7.39794,12.14966,37.08333,87.00756,86.15
37.1,7.40103,12.16068,37.1,87.00353,86.05
37.11667,7.40411,12.172,37.11667,86.99951,86.09
37.13333,7.40718,12.1836,37.13333,86.99549,86.11
37.15,7.41024,12.19546,37.15,86.99147,86.07
37.16667,7.41328,12.20756,37.16667,86.98746,86.09
37.18333,7.41632,12.2199,37.18333,86.98346,86.09
37.2,7.41934,12.23246,37.2,86.97946,86.14
37.21667,7.42236,12.24521,37.21667,86.97546,86.16
37.23333,7.42536,12.25815,37.23333,86.97147,86.11
37.25,7.42836,12.27121,37.25,86.96748,86.11
37.26667,7.43134,12.28439,37.26667,86.9635,86.12
37.28333,7.43432,12.29762,37.28333,86.95953,86.11
37.3,7.43728,12.3109,37.3,86.95555,86.14
37.31667,7.44024,12.32423,37.31667,86.95159,86.2
37.33333,7.44318,12.33756,37.33333,86.94763,86.12
37.35,7.44612,12.35086,37.35,86.94367,86.2
37.36667,7.44904,12.36413,37.36667,86.93972,86.24
37.38333,7.45196,12.37735,37.38333,86.93577,86.24
37.4,7.45487,12.39053,37.4,86.93183,86.3
37.41667,7.45777,12.40367,37.41667,86.92789,86.35
37.43333,7.46066,12.41665,37.43333,86.92396,86.35
37.45,7.46354,12.42959,37.45,86.92003,86.38
37.46667,7.46641,12.44242,37.46667,86.91611,86.43
37.48333,7.46928,12.45514,37.48333,86.91219,86.45
37.5,7.47213,12.46772,37.5,86.90828,86.45
37.51667,7.47498,12.48017,37.51667,86.90438,86.46
37.53333,7.47782,12.49252,37.53333,86.90048,86.5
37.55,7.48065,12.5048,37.55,86.89658,86.55
37.56667,7.48347,12.517,37.56667,86.89269,86.52
37.58333,7.48628,12.52912,37.58333,86.88881,86.57
37.6,7.48909,12.54117,37.6,86.88493,86.48
37.61667,7.49189,12.55314,37.61667,86.88106,86.51
37.63333,7.49468,12.56503,37.63333,86.87719,86.57
37.65,7.49746,12.57683,37.65,86.87333,86.5
37.66667,7.50024,12.58857,37.66667,86.86947,86.55
37.68333,7.50301,12.60026,37.68333,86.86562,86.52
37.7,7.50577,12.61192,37.7,86.86177,86.5
37.71667,7.50853,12.62354,37.71667,86.85793,86.44
37.73333,7.51127,12.63516,37.73333,86.85409,86.49
37.75,7.51402,12.64676,37.75,86.85026,86.44
37.76667,7.51675,12.65838,37.76667,86.84644,86.43
37.78333,7.51948,12.67004,37.78333,86.84262,86.46
37.8,7.52219,12.68172,37.8,86.8388,86.39
37.81667,7.52491,12.69341,37.81667,86.83499,86.35
37.83333,7.52762,12.70509,37.83333,86.83119,86.38
37.85,7.53032,12.71673,37.85,86.82739,86.34
37.86667,7.53302,12.72836,37.86667,86.8236,86.29
37.88333,7.5357,12.73997,37.88333,86.81981,86.25
37.9,7.53838,12.7516,37.9,86.81603,86.25
37.91667,7.54107,12.76319,37.91667,86.81226,86.25
37.93333,7.54373,12.77475,37.93333,86.80849,86.24
37.95,7.5464,12.78628,37.95,86.80472,86.24
37.96667,7.54906,12.79778,37.96667,86.80096,86.25
37.98333,7.55171,12.80926,37.98333,86.79721,86.18
38,7.55437,12.82071,38,86.79346,86.19
38.01667,7.55701,12.83215,38.01667,86.78972,86.18
38.03333,7.55965,12.84355,38.03333,86.78598,86.19
38.05,7.56228,12.85492,38.05,86.78225,86.16
38.06667,7.56491,12.86625,38.06667,86.77852,86.21
38.08333,7.56754,12.87754,38.08333,86.7748,86.23
38.1,7.57016,12.88881,38.1,86.77109,86.15
38.11667,7.57278,12.90007,38.11667,86.76737,86.15
38.13333,7.57539,12.91132,38.13333,86.76367,86.2
38.15,7.57799,12.92258,38.15,86.75997,86.27
38.16667,7.58059,12.93384,38.16667,86.75628,86.26
38.18333,7.5832,12.94511,38.18333,86.75259,86.27
38.2,7.58579,12.95638,38.2,86.7489,86.3
38.21667,7.58838,12.96765,38.21667,86.74523,86.27
38.23333,7.59097,12.97891,38.23333,86.74155,86.25
38.25,7.59355,12.99016,38.25,86.73789,86.25
38.26667,7.59613,13.0014,38.26667,86.73422,86.21
38.28333,7.59871,13.01262,38.28333,86.73057,86.18
38.3,7.60129,13.02374,38.3,86.72691,86.25
38.31667,7.60386,13.03478,38.31667,86.72327,86.21
38.33333,7.60642,13.04575,38.33333,86.71963,86.2
38.35,7.60899,13.05666,38.35,86.71599,86.16
38.36667,7.61155,13.06753,38.36667,86.71236,86.16
38.38333,7.6141,13.07836,38.38333,86.70873,86.25
38.4,7.61667,13.08913,38.4,86.70511,86.23
38.41667,7.61921,13.09985,38.41667,86.7015,86.25
38.43333,7.62177,13.11051,38.43333,86.69789,86.25
38.45,7.62432,13.12111,38.45,86.69428,86.26
38.46667,7.62686,13.13163,38.46667,86.69068,86.23
38.48333,7.62941,13.1421,38.48333,86.68709,86.21
38.5,7.63195,13.15253,38.5,86.6835,86.21
38.51667,7.63449,13.16296,38.51667,86.67992,86.2
38.53333,7.63703,13.17338,38.53333,86.67634,86.16
38.55,7.63957,13.18381,38.55,86.67276,86.18
38.56667,7.6421,13.19425,38.56667,86.66919,86.15
38.58333,7.64464,13.20473,38.58333,86.66563,86.19
38.6,7.64717,13.21526,38.6,86.66207,86.16
38.61667,7.64971,13.22584,38.61667,86.65852,86.1
38.63333,7.65223,13.23644,38.63333,86.65497,86.07
38.65,7.65477,13.24708,38.65,86.65142,86.09
38.66667,7.65729,13.25777,38.66667,86.64789,86.11
38.68333,7.65982,13.26852,38.68333,86.64435,86.06
38.7,7.66235,13.27936,38.7,86.64083,86.06
38.71667,7.66487,13.29031,38.71667,86.6373,86.1
38.73333,7.6674,13.30138,38.73333,86.63379,86.05
38.75,7.66993,13.31253,38.75,86.63028,86.07
38.76667,7.67246,13.32377,38.76667,86.62677,86
38.78333,7.67498,13.33512,38.78333,86.62327,85.99
38.8,7.67751,13.34658,38.8,86.61977,85.98
38.81667,7.68004,13.35812,38.81667,86.61628,86
38.83333,7.68256,13.36975,38.83333,86.6128,85.94
38.85,7.68509,13.38145,38.85,86.60932,85.94
38.86667,7.68762,13.39326,38.86667,86.60584,85.91
38.88333,7.69014,13.40516,38.88333,86.60237,85.9
38.9,7.69267,13.41717,38.9,86.59891,85.93
38.91667,7.6952,13.42928,38.91667,86.59545,85.91
38.93333,7.69773,13.44148,38.93333,86.592,85.91
38.95,7.70026,13.45377,38.95,86.58855,85.88
38.96667,7.70279,13.46613,38.96667,86.5851,85.91
38.98333,7.70533,13.47857,38.98333,86.58167,85.89
39,7.70786,13.49107,39,86.57823,85.89
39.01667,7.7104,13.50364,39.01667,86.57481,85.9
39.03333,7.71294,13.51624,39.03333,86.57138,85.86
39.05,7.71548,13.52889,39.05,86.56796,85.95
39.06667,7.71802,13.54164,39.06667,86.56455,85.91
39.08333,7.72056,13.55446,39.08333,86.56115,85.98
39.1,7.72311,13.56732,39.1,86.55774,85.96
39.11667,7.72566,13.58021,39.11667,86.55435,85.94
39.13333,7.7282,13.59314,39.13333,86.55095,85.94
39.15,7.73076,13.60611,39.15,86.54757,85.86
39.16667,7.73331,13.6191,39.16667,86.54419,85.8
39.18333,7.73587,13.63211,39.18333,86.54081,85.81
39.2,7.73843,13.64513,39.2,86.53744,85.75
39.21667,7.74099,13.65814,39.21667,86.53407,85.73
39.23333,7.74355,13.67113,39.23333,86.53071,85.64
39.25,7.74612,13.68408,39.25,86.52736,85.75
39.26667,7.74869,13.69699,39.26667,86.52401,85.69
39.28333,7.75127,13.70985,39.28333,86.52066,85.73
39.3,7.75385,13.72267,39.3,86.51733,85.77
39.31667,7.75643,13.73545,39.31667,86.51399,85.74
39.33333,7.75902,13.7482,39.33333,86.51067,85.75
39.35,7.7616,13.76089,39.35,86.50734,85.81
39.36667,7.7642,13.77353,39.36667,86.50402,85.79
39.38333,7.76679,13.78612,39.38333,86.50071,85.77
39.4,7.76939,13.79867,39.4,86.4974,85.73
39.41667,7.772,13.81119,39.41667,86.4941,85.75
39.43333,7.77461,13.82365,39.43333,86.49081,85.75
39.45,7.77722,13.83607,39.45,86.48752,85.77
39.46667,7.77984,13.84843,39.46667,86.48423,85.77
39.48333,7.78246,13.86076,39.48333,86.48095,85.76
39.5,7.78509,13.87309,39.5,86.47768,85.79
39.51667,7.78772,13.88537,39.51667,86.47442,85.77
39.53333,7.79036,13.89766,39.53333,86.47115,85.81
39.55,7.793,13.90994,39.55,86.4679,85.88
39.56667,7.79565,13.92218,39.56667,86.46465,85.9
39.58333,7.79829,13.93435,39.58333,86.46141,85.9
39.6,7.80095,13.94646,39.6,86.45818,85.86
39.61667,7.80362,13.95847,39.61667,86.45495,85.81
39.63333,7.80586,13.97037,39.63333,86.45173,85.85
39.65,7.80811,13.98217,39.65,86.44851,85.85
39.66667,7.81035,13.99384,39.66667,86.4453,85.82
39.68333,7.81258,14.00538,39.68333,86.4421,85.84
39.7,7.81482,14.01677,39.7,86.43891,85.85
39.71667,7.81705,14.02809,39.71667,86.43572,85.86
39.73333,7.81928,14.03928,39.73333,86.43253,85.88
39.75,7.82151,14.05029,39.75,86.42935,85.91
39.76667,7.82374,14.0611,39.76667,86.42618,85.88
39.78333,7.82596,14.0717,39.78333,86.42302,85.85
39.8,7.82818,14.08209,39.8,86.41986,85.85
39.81667,7.8304,14.09227,39.81667,86.41671,85.85
39.83333,7.83262,14.10224,39.83333,86.41356,85.9
39.85,7.83483,14.11201,39.85,86.41042,85.84
39.86667,7.83705,14.12158,39.86667,86.40728,85.82
39.88333,7.83927,14.13095,39.88333,86.40416,85.86
39.9,7.84148,14.14013,39.9,86.40103,85.89
39.91667,7.84369,14.14906,39.91667,86.39792,85.96
39.93333,7.84589,14.15776,39.93333,86.3948,86.04
39.95,7.84811,14.16622,39.95,86.3917,86.04
39.96667,7.85031,14.17445,39.96667,86.3886,86.01
39.98333,7.85252,14.18243,39.98333,86.38551,85.98
40,7.85472,14.19018,40,86.38242,86
40.01667,7.85693,14.19772,40.01667,86.37934,85.98
40.03333,7.85913,14.20506,40.03333,86.37626,86
40.05,7.86133,14.21221,40.05,86.37319,85.98
40.06667,7.86353,14.21918,40.06667,86.37013,85.94
40.08333,7.86573,14.22598,40.08333,86.36707,85.89
40.1,7.86794,14.23263,40.1,86.36401,85.91
40.11667,7.87014,14.23913,40.11667,86.36096,86
40.13333,7.87233,14.2455,40.13333,86.35792,85.94
40.15,7.87453,14.25175,40.15,86.35488,85.89
40.16667,7.87673,14.25791,40.16667,86.35185,85.85
40.18333,7.87893,14.26397,40.18333,86.34883,85.88
40.2,7.88113,14.26997,40.2,86.34581,85.86
40.21667,7.88333,14.27591,40.21667,86.34279,85.8
40.23333,7.88553,14.2818,40.23333,86.33979,85.81
40.25,7.88773,14.28766,40.25,86.33678,85.75
40.26667,7.88993,14.29351,40.26667,86.33379,85.8
40.28333,7.89213,14.29935,40.28333,86.33079,85.77
40.3,7.89433,14.3052,40.3,86.32781,85.8
40.31667,7.89653,14.31108,40.31667,86.32483,85.85
40.33333,7.89873,14.31697,40.33333,86.32185,85.9
40.35,7.90094,14.32284,40.35,86.31888,85.96
40.36667,7.90314,14.32873,40.36667,86.31592,85.93
40.38333,7.90535,14.33457,40.38333,86.31296,85.89
40.4,7.90755,14.34035,40.4,86.31001,85.88
40.41667,7.90976,14.34605,40.41667,86.30706,85.94
40.43333,7.91196,14.35167,40.43333,86.30412,86
40.45,7.91417,14.35721,40.45,86.30118,86.04
40.46667,7.91638,14.36267,40.46667,86.29825,86.12
40.48333,7.91859,14.36804,40.48333,86.29533,86.12
40.5,7.9208,14.37331,40.5,86.2924,86.18
40.51667,7.92302,14.37847,40.51667,86.28949,86.15
40.53333,7.92523,14.38353,40.53333,86.28658,86.15
40.55,7.92745,14.38847,40.55,86.28368,86.1
40.56667,7.92967,14.39317,40.56667,86.28078,86.21
40.58333,7.93189,14.39766,40.58333,86.27788,86.16
40.6,7.93412,14.40194,40.6,86.275,86.21
40.61667,7.93634,14.40603,40.61667,86.27211,86.2
40.63333,7.93857,14.40992,40.63333,86.26924,86.1
40.65,7.94079,14.41364,40.65,86.26637,86.09
40.66667,7.94303,14.42784,40.66667,86.2635,86.07
40.68333,7.94526,14.43964,40.68333,86.26064,86.06
40.7,7.9475,14.44912,40.7,86.25778,86.02
40.71667,7.94974,14.45643,40.71667,86.25493,86.02
40.73333,7.95198,14.46162,40.73333,86.25208,86.02
40.75,7.95423,14.4648,40.75,86.24924,86.04
40.76667,7.95647,14.46606,40.76667,86.24641,86.09
40.78333,7.95872,14.46549,40.78333,86.24357,86.04
40.8,7.96097,14.4632,40.8,86.24075,86.04
40.81667,7.96323,14.45926,40.81667,86.23793,86.02
40.83333,7.96549,14.4538,40.83333,86.23511,85.99
40.85,7.96775,14.44692,40.85,86.2323,86.01
40.86667,7.97002,14.43873,40.86667,86.2295,86.02
40.88333,7.97229,14.42933,40.88333,86.2267,86.02
40.9,7.97455,14.41883,40.9,86.2239,85.99
40.91667,7.97683,14.40734,40.91667,86.22111,86.09
40.93333,7.97911,14.39497,40.93333,86.21833,86.04
40.95,7.98139,14.38181,40.95,86.21555,86.02
40.96667,7.98368,14.36795,40.96667,86.21278,86.05
40.98333,7.98597,14.35347,40.98333,86.21001,86
41,7.98827,14.33844,41,86.20725,86
41.01667,7.99056,14.32294,41.01667,86.2045,85.98
41.03333,7.99287,14.30707,41.03333,86.20175,85.94
41.05,7.99518,14.29089,41.05,86.19901,85.89
41.06667,7.99749,14.27449,41.06667,86.19627,85.96
41.08333,7.9998,14.25795,41.08333,86.19354,85.95
41.1,8.00212,14.24144,41.1,86.19081,85.9
41.11667,8.00444,14.22494,41.11667,86.1881,85.9
41.13333,8.00678,14.20855,41.13333,86.18538,85.88
41.15,8.00911,14.19236,41.15,86.18268,85.88
41.16667,8.01144,14.17645,41.16667,86.17998,85.88
41.18333,8.01379,14.16091,41.18333,86.17728,85.88
41.2,8.01613,14.14582,41.2,86.17459,85.85
41.21667,8.01849,14.13127,41.21667,86.17191,85.95
41.23333,8.02085,14.11732,41.23333,86.16923,85.86
41.25,8.02321,14.10407,41.25,86.16656,85.84
41.26667,8.02558,14.09161,41.26667,86.16389,85.81
41.28333,8.02795,14.08003,41.28333,86.16123,85.82
41.3,8.03033,14.06942,41.3,86.15858,85.84
41.31667,8.03272,14.05988,41.31667,86.15593,85.8
41.33333,8.0351,14.05148,41.33333,86.15329,85.84
41.35,8.0375,14.04431,41.35,86.15065,85.84
41.36667,8.0399,14.03845,41.36667,86.14802,85.8
41.38333,8.04231,14.03401,41.38333,86.1454,85.8
41.4,8.04472,14.03107,41.4,86.14278,85.81
41.41667,8.04714,14.02975,41.41667,86.14017,85.7
41.43333,8.04957,14.03017,41.43333,86.13757,85.71
41.45,8.052,14.03244,41.45,86.13497,85.8
41.46667,8.05444,14.03666,41.46667,86.13238,85.82
41.48333,8.05688,14.04291,41.48333,86.12979,85.77
41.5,8.05933,14.05129,41.5,86.12721,85.79
41.51667,8.06179,14.04894,41.51667,86.12464,85.84
41.53333,8.06425,14.04652,41.53333,86.12208,85.77
41.55,8.06672,14.04407,41.55,86.11952,85.74
41.56667,8.0692,14.04157,41.56667,86.11697,85.8
41.58333,8.07168,14.03904,41.58333,86.11443,85.74
41.6,8.07417,14.0365,41.6,86.11189,85.76
41.61667,8.07667,14.03396,41.61667,86.10936,85.8
41.63333,8.07918,14.03142,41.63333,86.10684,85.77
41.65,8.08169,14.02891,41.65,86.10432,85.75
41.66667,8.0842,14.02647,41.66667,86.10181,85.79
41.68333,8.08673,14.02411,41.68333,86.09931,85.81
41.7,8.08926,14.02184,41.7,86.09681,85.82
41.71667,8.0918,14.01967,41.71667,86.09432,85.79
41.73333,8.09435,14.01761,41.73333,86.09184,85.85
41.75,8.09691,14.01566,41.75,86.08937,85.8
41.76667,8.09948,14.01387,41.76667,86.0869,85.84
41.78333,8.10205,14.01224,41.78333,86.08444,85.85
41.8,8.10463,14.01074,41.8,86.08199,85.84
41.81667,8.10722,14.00937,41.81667,86.07954,85.88
41.83333,8.10981,14.00806,41.83333,86.0771,85.88
41.85,8.11241,14.00697,41.85,86.07467,85.88
41.86667,8.11627,14.00603,41.86667,86.07225,85.86
41.88333,8.12011,14.00521,41.88333,86.06984,85.89
41.9,8.12393,14.00447,41.9,86.06743,85.89
41.91667,8.12774,14.00381,41.91667,86.06503,85.9
41.93333,8.13154,14.00319,41.93333,86.06263,85.85
41.95,8.13531,14.00247,41.95,86.06025,85.88
41.96667,8.13907,14.00169,41.96667,86.05787,85.89
41.98333,8.14281,14.00082,41.98333,86.05549,85.84
42,8.14654,13.99985,42,86.05313,85.82
42.01667,8.15025,13.99874,42.01667,86.05077,85.81
42.03333,8.15396,13.99745,42.03333,86.04842,85.8
42.05,8.15764,13.99599,42.05,86.04608,85.8
42.06667,8.16131,13.9943,42.06667,86.04374,85.84
42.08333,8.16496,13.99237,42.08333,86.04142,85.81
42.1,8.1686,13.99019,42.1,86.0391,85.76
42.11667,8.17223,13.98777,42.11667,86.03678,85.81
42.13333,8.17584,13.98506,42.13333,86.03448,85.84
42.15,8.17944,13.98205,42.15,86.03218,85.84
42.16667,8.18303,13.97873,42.16667,86.02989,85.82
42.18333,8.1866,13.97507,42.18333,86.0276,85.79
42.2,8.19015,13.97109,42.2,86.02533,85.75
42.21667,8.1937,13.96679,42.21667,86.02306,85.7
42.23333,8.19723,13.96216,42.23333,86.02079,85.74
42.25,8.20075,13.95722,42.25,86.01854,85.71
42.26667,8.20426,13.95198,42.26667,86.01629,85.7
42.28333,8.20775,13.94641,42.28333,86.01405,85.61
42.3,8.21124,13.94051,42.3,86.01182,85.6
42.31667,8.21471,13.93427,42.31667,86.00959,85.6
42.33333,8.21817,13.92772,42.33333,86.00737,85.65
42.35,8.22161,13.92085,42.35,86.00516,85.66
42.36667,8.22505,13.91369,42.36667,86.00295,85.7
42.38333,8.22848,13.90626,42.38333,86.00076,85.68
42.4,8.23189,13.89861,42.4,85.99857,85.69
42.41667,8.2353,13.89075,42.41667,85.99638,85.71
42.43333,8.23869,13.88269,42.43333,85.9942,85.79
42.45,8.24207,13.87446,42.45,85.99203,85.69
42.46667,8.24544,13.86608,42.46667,85.98987,85.77
42.48333,8.2488,13.85756,42.48333,85.98771,85.7
42.5,8.25215,13.84894,42.5,85.98556,85.76
42.51667,8.2555,13.84021,42.51667,85.98342,85.74
42.53333,8.25883,13.83139,42.53333,85.98128,85.8
42.55,8.26216,13.82249,42.55,85.97915,85.8
42.56667,8.26547,13.81354,42.56667,85.97703,85.81
42.58333,8.26877,13.80458,42.58333,85.97491,85.86
42.6,8.27207,13.79562,42.6,85.9728,85.81
42.61667,8.27536,13.78664,42.61667,85.9707,85.81
42.63333,8.27863,13.77762,42.63333,85.9686,85.84
42.65,8.28191,13.76859,42.65,85.96651,85.8
42.66667,8.28517,13.75955,42.66667,85.96443,85.85
42.68333,8.28843,13.75056,42.68333,85.96235,85.79
42.7,8.29168,13.74146,42.7,85.96028,85.82
42.71667,8.29492,13.73227,42.71667,85.95822,85.84
42.73333,8.29815,13.723,42.73333,85.95616,85.77
42.75,8.30137,13.71364,42.75,85.95411,85.82
42.76667,8.30459,13.70419,42.76667,85.95207,85.77
42.78333,8.3078,13.69466,42.78333,85.95004,85.81
42.8,8.31101,13.68507,42.8,85.94801,85.75
42.81667,8.31421,13.67545,42.81667,85.946,85.73
42.83333,8.3174,13.66579,42.83333,85.94399,85.75
42.85,8.32059,13.65609,42.85,85.94198,85.77
42.86667,8.32377,13.64638,42.86667,85.93999,85.74
42.88333,8.32695,13.63666,42.88333,85.938,85.73
